"","display_name","variable","value","state"
"50","University of Arizona","Mid Career 10th Percentile Salary",44800,"AZ"
"51","University of Kansas","Mid Career 10th Percentile Salary",44800,"KS"
"52","Rochester Institute of Technology","Mid Career 10th Percentile Salary",45000,"NY"
"53","Auburn University","Mid Career 10th Percentile Salary",45400,"AL"
"54","University of Florida","Mid Career 10th Percentile Salary",45400,"FL"
"55","University of Rhode Island","Mid Career 10th Percentile Salary",45400,"RI"
"56","San Diego State University","Mid Career 10th Percentile Salary",45500,"CA"
"57","University of Connecticut","Mid Career 10th Percentile Salary",46100,"CT"
"58","University of Denver","Mid Career 10th Percentile Salary",46400,"CO"
"59","Oregon State University","Mid Career 10th Percentile Salary",46900,"OR"
"60","University of Washington","Mid Career 10th Percentile Salary",47000,"WA"
"61","DePaul University","Mid Career 10th Percentile Salary",49500,"IL"
"62","Columbia University","Mid Career 10th Percentile Salary",50300,"NY"
"63","Clemson University","Mid Career 10th Percentile Salary",50500,"SC"
"64","Virginia Tech","Mid Career 10th Percentile Salary",50600,"VA"
"65","George Mason University","Mid Career 10th Percentile Salary",51300,"VA"
"66","University of Virginia","Mid Career 10th Percentile Salary",52200,"VA"
"67","Harvard University","Mid Career 10th Percentile Salary",54800,"MA"
"68","Brown University","Mid Career 10th Percentile Salary",55400,"RI"
"69","University of Pennsylvania","Mid Career 10th Percentile Salary",55900,"PA"
"70","Illinois Institute of Technology","Mid Career 10th Percentile Salary",56100,"IL"
"71","Cornell University","Mid Career 10th Percentile Salary",56800,"NY"
"72","Yale University","Mid Career 10th Percentile Salary",58000,"CT"
"73","Colorado School of Mines","Mid Career 10th Percentile Salary",62200,"CO"
"74","Dartmouth College","Mid Career 10th Percentile Salary",63100,"NH"
"75","Carnegie Mellon University","Mid Career 10th Percentile Salary",63300,"PA"
"76","Georgia Institute of Technology","Mid Career 10th Percentile Salary",67200,"GA"
"77","Stevens Institute of Technology","Mid Career 10th Percentile Salary",68700,"NJ"
"78","Princeton University","Mid Career 10th Percentile Salary",68900,"NJ"
"79","Rensselaer Polytechnic Institute","Mid Career 10th Percentile Salary",71600,"NY"
"80","Massachusetts Institute of Technology","Mid Career 10th Percentile Salary",76800,"MA"
"81","Worcester Polytechnic Institute","Mid Career 10th Percentile Salary",80000,"MA"
"82","Kent State University","Mid Career 25th Percentile Salary",45800,"OH"
"83","Ball State University","Mid Career 25th Percentile Salary",48200,"IN"
"84","South Dakota State University","Mid Career 25th Percentile Salary",49900,"SD"
"85","University of South Carolina","Mid Career 25th Percentile Salary",49900,"SC"
"86","University of Central Florida","Mid Career 25th Percentile Salary",51500,"FL"
"87","University of Montana","Mid Career 25th Percentile Salary",51500,"MT"
"88","Bowling Green State University","Mid Career 25th Percentile Salary",51800,"OH"
"89","Virginia Commonwealth University","Mid Career 25th Percentile Salary",51900,"VA"
"90","East Carolina University","Mid Career 25th Percentile Salary",52000,"NC"
"91","Western Michigan University","Mid Career 25th Percentile Salary",52500,"MI"
"92","Florida State University","Mid Career 25th Percentile Salary",52800,"FL"
"93","Ohio University","Mid Career 25th Percentile Salary",52800,"OH"
"94","Ohio University","Mid Career 25th Percentile Salary",52800,"OH"
"95","University of Tennessee","Mid Career 25th Percentile Salary",53200,"TN"
"96","University of Tennessee","Mid Career 25th Percentile Salary",53200,"TN"
"97","University of Mississippi","Mid Career 25th Percentile Salary",53500,"MS"
"98","University of Mississippi","Mid Career 25th Percentile Salary",53500,"MS"
"99","New Mexico State University","Mid Career 25th Percentile Salary",53800,"NM"
"100","University of Wyoming","Mid Career 25th Percentile Salary",54000,"WY"
"101","Illinois State University","Mid Career 25th Percentile Salary",55200,"IL"
"102","Georgia State University","Mid Career 25th Percentile Salary",55300,"GA"
"103","Utah State University","Mid Career 25th Percentile Salary",55400,"UT"
"104","West Virginia University","Mid Career 25th Percentile Salary",55700,"WV"
"105","Florida International University","Mid Career 25th Percentile Salary",55800,"FL"
"106","North Dakota State University","Mid Career 25th Percentile Salary",55800,"ND"
"107","University of Houston","Mid Career 25th Percentile Salary",56200,"TX"
"108","University of Oregon","Mid Career 25th Percentile Salary",56200,"OR"
"109","Wayne State University","Mid Career 25th Percentile Salary",56200,"MI"
"110","University of New Hampshire","Mid Career 25th Percentile Salary",56400,"NH"
"111","University of North Dakota","Mid Career 25th Percentile Salary",56400,"ND"
"112","Oklahoma State University","Mid Career 25th Percentile Salary",56500,"OK"
"113","University of Alabama","Mid Career 25th Percentile Salary",56500,"AL"
"114","University of Idaho","Mid Career 25th Percentile Salary",56700,"ID"
"115","Colorado State University","Mid Career 25th Percentile Salary",57100,"CO"
"116","University of Missouri","Mid Career 25th Percentile Salary",57100,"MO"
"117","University of Kansas","Mid Career 25th Percentile Salary",57200,"KS"
"118","University of Kentucky","Mid Career 25th Percentile Salary",57300,"KY"
"119","DePaul University","Mid Career 25th Percentile Salary",57400,"IL"
"120","University of Georgia","Mid Career 25th Percentile Salary",57800,"GA"
"121","University of Vermont","Mid Career 25th Percentile Salary",58000,"VT"
"122","Montana State University","Mid Career 25th Percentile Salary",58100,"MT"
"123","University of Utah","Mid Career 25th Percentile Salary",58400,"UT"
"124","University of Denver","Mid Career 25th Percentile Salary",58600,"CO"
"125","Mississippi State University","Mid Career 25th Percentile Salary",58800,"MS"
"126","Washington State University","Mid Career 25th Percentile Salary",59000,"WA"
"127","University of New Mexico","Mid Career 25th Percentile Salary",59100,"NM"
"128","University of Washington","Mid Career 25th Percentile Salary",59800,"WA"
"129","Iowa State University","Mid Career 25th Percentile Salary",60000,"IA"
"130","University of Rhode Island","Mid Career 25th Percentile Salary",60100,"RI"
"131","University of Oklahoma","Mid Career 25th Percentile Salary",60300,"OK"
"132","University of Arkansas","Mid Career 25th Percentile Salary",60700,"AR"
"133","University of Iowa","Mid Career 25th Percentile Salary",61100,"IA"
"134","Michigan State University","Mid Career 25th Percentile Salary",61500,"MI"
"135","University of Arizona","Mid Career 25th Percentile Salary",61700,"AZ"
"136","Clemson University","Mid Career 25th Percentile Salary",61800,"SC"
"137","San Diego State University","Mid Career 25th Percentile Salary",61800,"CA"
"138","Rochester Institute of Technology","Mid Career 25th Percentile Salary",62100,"NY"
"139","Auburn University","Mid Career 25th Percentile Salary",62700,"AL"
"140","University of Florida","Mid Career 25th Percentile Salary",62900,"FL"
"141","Oregon State University","Mid Career 25th Percentile Salary",64000,"OR"
"142","University of Delaware","Mid Career 25th Percentile Salary",64000,"DE"
"143","University of Connecticut","Mid Career 25th Percentile Salary",66400,"CT"
"144","George Mason University","Mid Career 25th Percentile Salary",67200,"VA"
"145","Virginia Tech","Mid Career 25th Percentile Salary",71400,"VA"
"146","University of Virginia","Mid Career 25th Percentile Salary",71800,"VA"
"147","Columbia University","Mid Career 25th Percentile Salary",71900,"NY"
"148","Brown University","Mid Career 25th Percentile Salary",74400,"RI"
"149","Illinois Institute of Technology","Mid Career 25th Percentile Salary",77400,"IL"
"150","University of Pennsylvania","Mid Career 25th Percentile Salary",79200,"PA"
"151","Cornell University","Mid Career 25th Percentile Salary",79800,"NY"
"152","Carnegie Mellon University","Mid Career 25th Percentile Salary",80100,"PA"
"153","Yale University","Mid Career 25th Percentile Salary",80600,"CT"
"154","Stevens Institute of Technology","Mid Career 25th Percentile Salary",81900,"NJ"
"155","Georgia Institute of Technology","Mid Career 25th Percentile Salary",85200,"GA"
"156","Rensselaer Polytechnic Institute","Mid Career 25th Percentile Salary",85500,"NY"
"157","Harvard University","Mid Career 25th Percentile Salary",86200,"MA"
"158","Colorado School of Mines","Mid Career 25th Percentile Salary",87900,"CO"
"159","Dartmouth College","Mid Career 25th Percentile Salary",90200,"NH"
"160","Worcester Polytechnic Institute","Mid Career 25th Percentile Salary",91200,"MA"
"161","Massachusetts Institute of Technology","Mid Career 25th Percentile Salary",99200,"MA"
"162","Princeton University","Mid Career 25th Percentile Salary",1e+05,"NJ"
"163","California Institute of Technology","Mid Career 25th Percentile Salary",104000,"CA"
"164","Kent State University","Mid Career Median Salary",62600,"OH"
"165","Ball State University","Mid Career Median Salary",64500,"IN"
"166","East Carolina University","Mid Career Median Salary",67500,"NC"
"167","Virginia Commonwealth University","Mid Career Median Salary",68400,"VA"
"168","University of Central Florida","Mid Career Median Salary",71700,"FL"
"169","University of South Carolina","Mid Career Median Salary",71700,"SC"
"170","University of Montana","Mid Career Median Salary",71900,"MT"
"171","Bowling Green State University","Mid Career Median Salary",72100,"OH"
"172","Florida State University","Mid Career Median Salary",73000,"FL"
"173","Illinois State University","Mid Career Median Salary",73400,"IL"
"174","Ohio University","Mid Career Median Salary",73400,"OH"
"175","Ohio University","Mid Career Median Salary",73400,"OH"
"176","South Dakota State University","Mid Career Median Salary",73500,"SD"
"177","Western Michigan University","Mid Career Median Salary",73800,"MI"
"178","Georgia State University","Mid Career Median Salary",74000,"GA"
"179","University of Tennessee","Mid Career Median Salary",74600,"TN"
"180","University of Tennessee","Mid Career Median Salary",74600,"TN"
"181","Florida International University","Mid Career Median Salary",75500,"FL"
"182","Wayne State University","Mid Career Median Salary",76100,"MI"
"183","Montana State University","Mid Career Median Salary",77500,"MT"
"184","North Dakota State University","Mid Career Median Salary",77800,"ND"
"185","West Virginia University","Mid Career Median Salary",78100,"WV"
"186","University of Kentucky","Mid Career Median Salary",78300,"KY"
"187","University of New Hampshire","Mid Career Median Salary",78300,"NH"
"188","University of Oregon","Mid Career Median Salary",78400,"OR"
"189","University of Wyoming","Mid Career Median Salary",78700,"WY"
"190","Utah State University","Mid Career Median Salary",78700,"UT"
"191","Colorado State University","Mid Career Median Salary",79000,"CO"
"192","Mississippi State University","Mid Career Median Salary",79300,"MS"
"193","New Mexico State University","Mid Career Median Salary",79500,"NM"
"194","University of Mississippi","Mid Career Median Salary",79700,"MS"
"195","University of Mississippi","Mid Career Median Salary",79700,"MS"
"196","University of Houston","Mid Career Median Salary",79900,"TX"
"197","University of North Dakota","Mid Career Median Salary",80600,"ND"
"198","Oklahoma State University","Mid Career Median Salary",80700,"OK"
"199","University of Missouri","Mid Career Median Salary",81000,"MO"
"200","University of Alabama","Mid Career Median Salary",81400,"AL"
"201","University of Kansas","Mid Career Median Salary",81600,"KS"
"202","University of New Mexico","Mid Career Median Salary",81600,"NM"
"203","University of Idaho","Mid Career Median Salary",82000,"ID"
"204","University of Vermont","Mid Career Median Salary",82700,"VT"
"205","University of Arkansas","Mid Career Median Salary",82800,"AR"
"206","University of Oklahoma","Mid Career Median Salary",82900,"OK"
"207","University of Utah","Mid Career Median Salary",83200,"UT"
"208","Oregon State University","Mid Career Median Salary",83300,"OR"
"209","University of Iowa","Mid Career Median Salary",83900,"IA"
"210","University of Denver","Mid Career Median Salary",84400,"CO"
"211","University of Delaware","Mid Career Median Salary",84500,"DE"
"212","Iowa State University","Mid Career Median Salary",84600,"IA"
"213","Rochester Institute of Technology","Mid Career Median Salary",84600,"NY"
"214","Auburn University","Mid Career Median Salary",84700,"AL"
"215","Washington State University","Mid Career Median Salary",84700,"WA"
"216","San Diego State University","Mid Career Median Salary",85200,"CA"
"217","Michigan State University","Mid Career Median Salary",85300,"MI"
"218","University of Rhode Island","Mid Career Median Salary",85300,"RI"
"219","University of Washington","Mid Career Median Salary",85300,"WA"
"220","Clemson University","Mid Career Median Salary",86000,"SC"
"221","University of Georgia","Mid Career Median Salary",86000,"GA"
"222","University of Arizona","Mid Career Median Salary",86100,"AZ"
"223","George Mason University","Mid Career Median Salary",86900,"VA"
"224","University of Florida","Mid Career Median Salary",87900,"FL"
"225","DePaul University","Mid Career Median Salary",88300,"IL"
"226","University of Connecticut","Mid Career Median Salary",88800,"CT"
"227","Virginia Tech","Mid Career Median Salary",95400,"VA"
"228","Illinois Institute of Technology","Mid Career Median Salary",97800,"IL"
"229","University of Virginia","Mid Career Median Salary",103000,"VA"
"230","Stevens Institute of Technology","Mid Career Median Salary",105000,"NJ"
"231","Colorado School of Mines","Mid Career Median Salary",106000,"CO"
"232","Georgia Institute of Technology","Mid Career Median Salary",106000,"GA"
"233","Columbia University","Mid Career Median Salary",107000,"NY"
"234","Brown University","Mid Career Median Salary",109000,"RI"
"235","Cornell University","Mid Career Median Salary",110000,"NY"
"236","Rensselaer Polytechnic Institute","Mid Career Median Salary",110000,"NY"
"237","Carnegie Mellon University","Mid Career Median Salary",111000,"PA"
"238","Worcester Polytechnic Institute","Mid Career Median Salary",114000,"MA"
"239","University of Pennsylvania","Mid Career Median Salary",120000,"PA"
"240","California Institute of Technology","Mid Career Median Salary",123000,"CA"
"241","Harvard University","Mid Career Median Salary",124000,"MA"
"242","Massachusetts Institute of Technology","Mid Career Median Salary",126000,"MA"
"243","Yale University","Mid Career Median Salary",126000,"CT"
"244","Princeton University","Mid Career Median Salary",131000,"NJ"
"245","Dartmouth College","Mid Career Median Salary",134000,"NH"
"246","Kent State University","Mid Career 75th Percentile Salary",87000,"OH"
"247","Ball State University","Mid Career 75th Percentile Salary",89300,"IN"
"248","University of Montana","Mid Career 75th Percentile Salary",96400,"MT"
"249","Florida International University","Mid Career 75th Percentile Salary",98200,"FL"
"250","University of Central Florida","Mid Career 75th Percentile Salary",98400,"FL"
"251","University of South Carolina","Mid Career 75th Percentile Salary",98400,"SC"
"252","East Carolina University","Mid Career 75th Percentile Salary",98700,"NC"
"253","South Dakota State University","Mid Career 75th Percentile Salary",99400,"SD"
"254","Georgia State University","Mid Career 75th Percentile Salary",99900,"GA"
"255","North Dakota State University","Mid Career 75th Percentile Salary",1e+05,"ND"
"256","Virginia Commonwealth University","Mid Career 75th Percentile Salary",1e+05,"VA"
"257","Bowling Green State University","Mid Career 75th Percentile Salary",101000,"OH"
"258","Utah State University","Mid Career 75th Percentile Salary",101000,"UT"
"259","Wayne State University","Mid Career 75th Percentile Salary",101000,"MI"
"260","New Mexico State University","Mid Career 75th Percentile Salary",102000,"NM"
"261","Western Michigan University","Mid Career 75th Percentile Salary",103000,"MI"
"262","University of Idaho","Mid Career 75th Percentile Salary",104000,"ID"
"263","Illinois State University","Mid Career 75th Percentile Salary",105000,"IL"
"264","University of Denver","Mid Career 75th Percentile Salary",105000,"CO"
"265","University of New Mexico","Mid Career 75th Percentile Salary",105000,"NM"
"266","University of Wyoming","Mid Career 75th Percentile Salary",105000,"WY"
"267","Ohio University","Mid Career 75th Percentile Salary",106000,"OH"
"268","Ohio University","Mid Career 75th Percentile Salary",106000,"OH"
"269","University of Houston","Mid Career 75th Percentile Salary",106000,"TX"
"270","University of Tennessee","Mid Career 75th Percentile Salary",106000,"TN"
"271","University of Tennessee","Mid Career 75th Percentile Salary",106000,"TN"
"272","West Virginia University","Mid Career 75th Percentile Salary",106000,"WV"
"273","Florida State University","Mid Career 75th Percentile Salary",107000,"FL"
"274","University of Kentucky","Mid Career 75th Percentile Salary",107000,"KY"
"275","Mississippi State University","Mid Career 75th Percentile Salary",108000,"MS"
"276","University of Mississippi","Mid Career 75th Percentile Salary",108000,"MS"
"277","University of Mississippi","Mid Career 75th Percentile Salary",108000,"MS"
"278","Auburn University","Mid Career 75th Percentile Salary",109000,"AL"
"279","Iowa State University","Mid Career 75th Percentile Salary",109000,"IA"
"280","Clemson University","Mid Career 75th Percentile Salary",111000,"SC"
"281","Montana State University","Mid Career 75th Percentile Salary",111000,"MT"
"282","University of Missouri","Mid Career 75th Percentile Salary",111000,"MO"
"283","University of North Dakota","Mid Career 75th Percentile Salary",111000,"ND"
"284","Colorado State University","Mid Career 75th Percentile Salary",112000,"CO"
"285","Rochester Institute of Technology","Mid Career 75th Percentile Salary",112000,"NY"
"286","University of Rhode Island","Mid Career 75th Percentile Salary",112000,"RI"
"287","Oregon State University","Mid Career 75th Percentile Salary",113000,"OR"
"288","University of Arkansas","Mid Career 75th Percentile Salary",113000,"AR"
"289","Washington State University","Mid Career 75th Percentile Salary",113000,"WA"
"290","George Mason University","Mid Career 75th Percentile Salary",114000,"VA"
"291","Oklahoma State University","Mid Career 75th Percentile Salary",114000,"OK"
"292","University of New Hampshire","Mid Career 75th Percentile Salary",114000,"NH"
"293","University of Oklahoma","Mid Career 75th Percentile Salary",114000,"OK"
"294","University of Kansas","Mid Career 75th Percentile Salary",115000,"KS"
"295","University of Washington","Mid Career 75th Percentile Salary",115000,"WA"
"296","San Diego State University","Mid Career 75th Percentile Salary",116000,"CA"
"297","University of Iowa","Mid Career 75th Percentile Salary",116000,"IA"
"298","University of Utah","Mid Career 75th Percentile Salary",116000,"UT"
"299","University of Alabama","Mid Career 75th Percentile Salary",117000,"AL"
"300","University of Arizona","Mid Career 75th Percentile Salary",117000,"AZ"
"301","University of Oregon","Mid Career 75th Percentile Salary",117000,"OR"
"302","University of Georgia","Mid Career 75th Percentile Salary",118000,"GA"
"303","Michigan State University","Mid Career 75th Percentile Salary",119000,"MI"
"304","University of Delaware","Mid Career 75th Percentile Salary",119000,"DE"
"305","University of Connecticut","Mid Career 75th Percentile Salary",120000,"CT"
"306","University of Florida","Mid Career 75th Percentile Salary",120000,"FL"
"307","Illinois Institute of Technology","Mid Career 75th Percentile Salary",121000,"IL"
"308","University of Vermont","Mid Career 75th Percentile Salary",122000,"VT"
"309","Virginia Tech","Mid Career 75th Percentile Salary",124000,"VA"
"310","DePaul University","Mid Career 75th Percentile Salary",133000,"IL"
"311","Georgia Institute of Technology","Mid Career 75th Percentile Salary",137000,"GA"
"312","Worcester Polytechnic Institute","Mid Career 75th Percentile Salary",137000,"MA"
"313","Stevens Institute of Technology","Mid Career 75th Percentile Salary",138000,"NJ"
"314","Rensselaer Polytechnic Institute","Mid Career 75th Percentile Salary",140000,"NY"
"315","Colorado School of Mines","Mid Career 75th Percentile Salary",142000,"CO"
"316","University of Virginia","Mid Career 75th Percentile Salary",146000,"VA"
"317","Carnegie Mellon University","Mid Career 75th Percentile Salary",150000,"PA"
"318","Brown University","Mid Career 75th Percentile Salary",159000,"RI"
"319","Cornell University","Mid Career 75th Percentile Salary",160000,"NY"
"320","California Institute of Technology","Mid Career 75th Percentile Salary",161000,"CA"
"321","Columbia University","Mid Career 75th Percentile Salary",161000,"NY"
"322","Massachusetts Institute of Technology","Mid Career 75th Percentile Salary",168000,"MA"
"323","Harvard University","Mid Career 75th Percentile Salary",179000,"MA"
"324","Princeton University","Mid Career 75th Percentile Salary",190000,"NJ"
"325","University of Pennsylvania","Mid Career 75th Percentile Salary",192000,"PA"
"326","Yale University","Mid Career 75th Percentile Salary",198000,"CT"
"327","Dartmouth College","Mid Career 75th Percentile Salary",234000,"NH"
"328","North Dakota State University","Mid Career 90th Percentile Salary",123000,"ND"
"329","Virginia Commonwealth University","Mid Career 90th Percentile Salary",123000,"VA"
"330","Kent State University","Mid Career 90th Percentile Salary",124000,"OH"
"331","University of Central Florida","Mid Career 90th Percentile Salary",125000,"FL"
"332","Ball State University","Mid Career 90th Percentile Salary",128000,"IN"
"333","South Dakota State University","Mid Career 90th Percentile Salary",129000,"SD"
"334","New Mexico State University","Mid Career 90th Percentile Salary",131000,"NM"
"335","University of South Carolina","Mid Career 90th Percentile Salary",131000,"SC"
"336","Utah State University","Mid Career 90th Percentile Salary",132000,"UT"
"337","Western Michigan University","Mid Career 90th Percentile Salary",135000,"MI"
"338","Florida International University","Mid Career 90th Percentile Salary",136000,"FL"
"339","University of Montana","Mid Career 90th Percentile Salary",138000,"MT"
"340","Wayne State University","Mid Career 90th Percentile Salary",139000,"MI"
"341","University of Houston","Mid Career 90th Percentile Salary",141000,"TX"
"342","University of New Mexico","Mid Career 90th Percentile Salary",141000,"NM"
"343","West Virginia University","Mid Career 90th Percentile Salary",141000,"WV"
"344","Illinois State University","Mid Career 90th Percentile Salary",142000,"IL"
"345","University of Idaho","Mid Career 90th Percentile Salary",142000,"ID"
"346","University of Denver","Mid Career 90th Percentile Salary",144000,"CO"
"347","Auburn University","Mid Career 90th Percentile Salary",145000,"AL"
"348","Georgia State University","Mid Career 90th Percentile Salary",145000,"GA"
"349","University of Wyoming","Mid Career 90th Percentile Salary",145000,"WY"
"350","Bowling Green State University","Mid Career 90th Percentile Salary",146000,"OH"
"351","Oregon State University","Mid Career 90th Percentile Salary",146000,"OR"
"352","Iowa State University","Mid Career 90th Percentile Salary",147000,"IA"
"353","University of New Hampshire","Mid Career 90th Percentile Salary",147000,"NH"
"354","University of Utah","Mid Career 90th Percentile Salary",148000,"UT"
"355","University of Kentucky","Mid Career 90th Percentile Salary",149000,"KY"
"356","University of Washington","Mid Career 90th Percentile Salary",149000,"WA"
"357","Clemson University","Mid Career 90th Percentile Salary",150000,"SC"
"358","Colorado State University","Mid Career 90th Percentile Salary",150000,"CO"
"359","George Mason University","Mid Career 90th Percentile Salary",150000,"VA"
"360","Ohio University","Mid Career 90th Percentile Salary",150000,"OH"
"361","Ohio University","Mid Career 90th Percentile Salary",150000,"OH"
"362","East Carolina University","Mid Career 90th Percentile Salary",151000,"NC"
"363","Mississippi State University","Mid Career 90th Percentile Salary",151000,"MS"
"364","Montana State University","Mid Career 90th Percentile Salary",151000,"MT"
"365","Oklahoma State University","Mid Career 90th Percentile Salary",151000,"OK"
"366","University of Tennessee","Mid Career 90th Percentile Salary",153000,"TN"
"367","University of Tennessee","Mid Career 90th Percentile Salary",153000,"TN"
"368","Florida State University","Mid Career 90th Percentile Salary",156000,"FL"
"369","University of Kansas","Mid Career 90th Percentile Salary",156000,"KS"
"370","University of Missouri","Mid Career 90th Percentile Salary",156000,"MO"
"371","University of North Dakota","Mid Career 90th Percentile Salary",157000,"ND"
"372","University of Rhode Island","Mid Career 90th Percentile Salary",157000,"RI"
"373","San Diego State University","Mid Career 90th Percentile Salary",158000,"CA"
"374","Rochester Institute of Technology","Mid Career 90th Percentile Salary",159000,"NY"
"375","University of Arizona","Mid Career 90th Percentile Salary",160000,"AZ"
"376","University of Arkansas","Mid Career 90th Percentile Salary",160000,"AR"
"377","University of Alabama","Mid Career 90th Percentile Salary",161000,"AL"
"378","University of Connecticut","Mid Career 90th Percentile Salary",162000,"CT"
"379","Washington State University","Mid Career 90th Percentile Salary",162000,"WA"
"380","University of Iowa","Mid Career 90th Percentile Salary",163000,"IA"
"381","Virginia Tech","Mid Career 90th Percentile Salary",163000,"VA"
"382","University of Georgia","Mid Career 90th Percentile Salary",164000,"GA"
"383","Illinois Institute of Technology","Mid Career 90th Percentile Salary",165000,"IL"
"384","University of Delaware","Mid Career 90th Percentile Salary",165000,"DE"
"385","University of Oklahoma","Mid Career 90th Percentile Salary",167000,"OK"
"386","Michigan State University","Mid Career 90th Percentile Salary",170000,"MI"
"387","University of Florida","Mid Career 90th Percentile Salary",172000,"FL"
"388","Worcester Polytechnic Institute","Mid Career 90th Percentile Salary",180000,"MA"
"389","Rensselaer Polytechnic Institute","Mid Career 90th Percentile Salary",182000,"NY"
"390","Georgia Institute of Technology","Mid Career 90th Percentile Salary",183000,"GA"
"391","DePaul University","Mid Career 90th Percentile Salary",185000,"IL"
"392","Stevens Institute of Technology","Mid Career 90th Percentile Salary",185000,"NJ"
"393","University of Mississippi","Mid Career 90th Percentile Salary",186000,"MS"
"394","University of Mississippi","Mid Career 90th Percentile Salary",186000,"MS"
"395","University of Oregon","Mid Career 90th Percentile Salary",186000,"OR"
"396","University of Vermont","Mid Career 90th Percentile Salary",194000,"VT"
"397","Colorado School of Mines","Mid Career 90th Percentile Salary",201000,"CO"
"398","Carnegie Mellon University","Mid Career 90th Percentile Salary",209000,"PA"
"399","Cornell University","Mid Career 90th Percentile Salary",210000,"NY"
"400","University of Virginia","Mid Career 90th Percentile Salary",215000,"VA"
"401","Massachusetts Institute of Technology","Mid Career 90th Percentile Salary",220000,"MA"
"402","Brown University","Mid Career 90th Percentile Salary",228000,"RI"
"403","Columbia University","Mid Career 90th Percentile Salary",241000,"NY"
"404","Princeton University","Mid Career 90th Percentile Salary",261000,"NJ"
"405","University of Pennsylvania","Mid Career 90th Percentile Salary",282000,"PA"
"406","Harvard University","Mid Career 90th Percentile Salary",288000,"MA"
"407","Dartmouth College","Mid Career 90th Percentile Salary",321000,"NH"
"408","Yale University","Mid Career 90th Percentile Salary",326000,"CT"
